Year,Rank,Country name,Ladder score,upperwhisker,lowerwhisker,Explained by: Log GDP per capita,Explained by: Social support,Explained by: Healthy life expectancy,Explained by: Freedom to make life choices,Explained by: Generosity,Explained by: Perceptions of corruption,Dystopia + residual,"School enrollment, tertiary (% gross)","School enrollment, secondary (% gross)"
2023,43,Nicaragua,6.284,6.433,6.135,1.097,1.263,0.542,0.793,0.133,0.251,2.203,29.5410194396973,69.6625518798828
2022,40,Nicaragua,6.259,6.408,6.109,1.109,1.292,0.385,0.66,0.148,0.218,2.448,19.3310508728027,..
2021,45,Nicaragua,6.165,6.312,6.017,1.105,1.029,0.617,0.617,0.168,0.212,2.418,19.8995819091797,..
2020,56,Nicaragua,5.972,6.134,5.81,0.693,0.904,0.604,0.553,0.201,0.176,2.841,18.6855163574219,..
2019,46,Nicaragua,6.13710021972656,6.26231861114502,6.01188182830811,0.620033144950867,1.27081274986267,0.803093254566193,0.560117304325104,0.212871477007866,0.174084573984146,2.49608111381531,17.767614364624,..
2023,109,Niger,4.556,4.712,4.401,0.573,0.677,0.293,0.615,0.145,0.147,2.107,..,22.8998107910156
2022,109,Niger,4.501,4.712,4.291,0.561,0.628,0.137,0.54,0.154,0.14,2.341,..,..
2021,104,Niger,5.003,5.247,4.76,0.57,0.56,0.326,0.571,0.165,0.145,2.667,..,..
2020,97,Niger,5.074,5.273,4.875,0.162,0.402,0.167,0.516,0.2,0.157,3.47,4.59342241287231,..
2019,103,Niger,4.90959978103638,5.0609278678894,4.75827169418335,0.108330331742764,0.703800141811371,0.298816353082657,0.435311615467072,0.208176895976067,0.13755476474762,3.0176305770874,4.43339014053345,..
2023,102,Nigeria,4.881,5.018,4.744,1.042,1.075,0.256,0.566,0.201,0.019,1.722,..,..
2022,95,Nigeria,4.981,5.136,4.825,1.065,1.007,0.092,0.448,0.176,0.013,2.181,..,..
2021,118,Nigeria,4.552,4.651,4.453,1.079,0.732,0.3,0.444,0.175,0.038,1.784,..,47.2372283935547
2020,117,Nigeria,4.759,4.861,4.658,0.663,0.625,0.051,0.433,0.212,0.039,2.736,..,45.889949798584
2019,115,Nigeria,4.72410011291504,4.82624816894531,4.62195205688477,0.64590185880661,0.986717939376831,0.167835935950279,0.435079455375671,0.221328124403954,0.047589935362339,2.21963548660278,..,..
2023,84,North Macedonia,5.369,5.468,5.27,1.475,1.277,0.569,0.58,0.194,0.015,1.26,..,..
2022,87,North Macedonia,5.254,5.361,5.146,1.498,1.171,0.408,0.515,0.207,0.02,1.435,53.1601181030273,91.4516372680664
2021,89,North Macedonia,5.199,5.303,5.095,1.505,0.863,0.637,0.488,0.215,0.031,1.461,44.3020210266113,84.1619567871094
2020,95,North Macedonia,5.101,5.202,5.001,1.068,0.772,0.535,0.45,0.212,0.022,2.042,43.782169342041,82.4416732788086
2023,7,Norway,7.302,7.389,7.215,1.952,1.517,0.704,0.835,0.224,0.484,1.586,..,..
2022,7,Norway,7.315,7.402,7.229,1.994,1.521,0.544,0.752,0.212,0.463,1.829,97.6419830322266,119.442527770996
2021,8,Norway,7.365,7.44,7.29,1.997,1.239,0.786,0.728,0.217,0.474,1.925,93.9243011474609,119.816871643066
2020,7,Norway,7.392,7.462,7.323,1.543,1.108,0.782,0.703,0.249,0.427,2.58,87.1685333251953,119.941543579102
2019,5,Norway,7.48799991607666,7.55628108978271,7.41971874237061,1.42420732975006,1.49517250061035,1.00807189941406,0.670200884342194,0.28798508644104,0.434100568294525,2.16826629638672,85.7633819580078,119.421340942383
2023,108,Pakistan,4.657,4.779,4.535,1.069,0.6,0.321,0.542,0.144,0.074,1.907,11.2206001281738,..
2022,108,Pakistan,4.555,4.707,4.404,1.081,0.657,0.158,0.511,0.141,0.102,1.907,10.6203098297119,42.3586853238267
2021,121,Pakistan,4.516,4.634,4.397,1.049,0.413,0.374,0.448,0.181,0.112,1.94,12.5983591079712,41.8552345316015
2020,106,Pakistan,4.934,5.066,4.802,0.637,0.423,0.322,0.418,0.252,0.097,2.784,11.944239616394,..
2019,66,Pakistan,5.69329977035522,5.78780364990234,5.59879589080811,0.616799473762512,0.872979581356049,0.469933241605759,0.405421733856201,0.228705063462257,0.122592121362686,2.97687673568726,11.3472347259521,39.6166540049859
2023,39,Panama,6.358,6.489,6.227,1.702,1.392,0.633,0.72,0.063,0.043,1.806,..,..
2022,38,Panama,6.265,6.424,6.105,1.714,1.402,0.475,0.63,0.065,0.036,1.943,58.173511505127,..
2021,37,Panama,6.309,6.464,6.154,1.715,1.107,0.709,0.592,0.049,0.051,2.086,53.0445899963379,82.8732284547998
2020,42,Panama,6.18,6.323,6.036,1.298,0.976,0.667,0.596,0.079,0.053,2.509,45.2206611633301,..
2019,36,Panama,6.30480003356934,6.42186069488525,6.18773937225342,1.09766781330109,1.37614929676056,0.878546535968781,0.579849779605865,0.0972073078155518,0.0542305260896683,2.22117614746094,..,..
2023,57,Paraguay,5.977,6.085,5.868,1.398,1.408,0.549,0.788,0.131,0.065,1.637,..,79.5136489868164
2022,66,Paraguay,5.738,5.851,5.625,1.428,1.427,0.392,0.678,0.148,0.062,1.604,..,82.0107879638672
2021,73,Paraguay,5.578,5.689,5.467,1.409,1.13,0.624,0.629,0.171,0.059,1.555,..,84.2880096435547
2020,72,Paraguay,5.653,5.832,5.473,0.983,0.97,0.549,0.602,0.206,0.037,2.306,..,84.7876205444336
2019,67,Paraguay,5.69210004806519,5.79393768310547,5.5902624130249,0.897990822792053,1.36819756031036,0.735869646072388,0.586510062217712,0.204299241304398,0.0650773793458939,1.83412528038025,..,75.856393842696
2023,68,Peru,5.841,5.946,5.736,1.371,1.18,0.662,0.615,0.078,0.029,1.907,..,105.903396606445
2022,75,Peru,5.526,5.64,5.412,1.39,1.153,0.499,0.549,0.073,0.027,1.835,..,99.1219863891602
2021,74,Peru,5.559,5.679,5.439,1.397,0.865,0.735,0.545,0.09,0.037,1.89,..,98.1648101806641
2020,64,Peru,5.84,5.988,5.692,0.986,0.833,0.623,0.536,0.087,0.031,2.744,..,97.5327911376953
2019,63,Peru,5.79680013656616,5.91697025299072,5.6766300201416,0.918549180030823,1.2084059715271,0.824444174766541,0.51321005821228,0.0916118174791336,0.0270326603204012,2.21349954605103,..,97.7029800415039
2023,53,Philippines,6.048,6.166,5.929,1.232,1.146,0.441,0.826,0.099,0.136,2.167,45.2818946838379,92.8650157810305
2022,76,Philippines,5.523,5.675,5.371,1.238,1.108,0.286,0.714,0.104,0.141,1.931,39.5887565612793,93.6653339656569
2021,60,Philippines,5.904,6.007,5.8,1.268,0.912,0.514,0.678,0.107,0.142,2.283,34.8456192016602,87.131517608917
2020,62,Philippines,5.88,5.982,5.778,0.853,0.828,0.426,0.651,0.125,0.126,2.872,32.8472557067871,89.2450874983032
2019,52,Philippines,6.00600004196167,6.10372257232666,5.90827751159668,0.775120675563812,1.24538171291351,0.602189481258392,0.62191516160965,0.129260212182999,0.130385726690292,2.50174188613892,31.2367649078369,87.5707840643522
2023,35,Poland,6.442,6.513,6.37,1.738,1.417,0.639,0.6,0.081,0.175,1.791,..,..
2022,39,Poland,6.26,6.343,6.177,1.767,1.474,0.477,0.511,0.12,0.139,1.772,75.2911071777344,108.48217010498
2021,48,Poland,6.123,6.205,6.04,1.758,1.174,0.712,0.523,0.124,0.14,1.693,72.2060623168945,110.52970123291
2020,45,Poland,6.166,6.245,6.087,1.309,0.982,0.668,0.558,0.08,0.13,2.438,70.9730377197266,112.576263427734
2019,43,Poland,6.1862998008728,6.25588035583496,6.11671924591064,1.16922914981842,1.31039977073669,0.868038475513458,0.557903528213501,0.0633742436766624,0.160541251301765,2.05679798126221,70.9065017700195,109.753303527832
2023,55,Portugal,6.03,6.134,5.925,1.728,1.368,0.699,0.757,0.047,0.035,1.397,..,..
2022,56,Portugal,5.968,6.076,5.86,1.758,1.356,0.537,0.693,0.031,0.037,1.556,75.557243347168,121.978561401367
2021,56,Portugal,6.016,6.122,5.911,1.76,1.078,0.777,0.655,0.016,0.039,1.691,71.8742980957031,118.324661254883
2020,59,Portugal,5.929,6.037,5.821,1.323,0.939,0.76,0.621,0.029,0.033,2.225,67.7980194091797,118.360000610352
2019,59,Portugal,5.9109001159668,6.0150899887085,5.8067102432251,1.16880083084106,1.33953034877777,0.979315280914307,0.589895188808441,0.0530369468033314,0.0277334656566381,1.75255870819092,65.9340515136719,119.535041809082
2023,32,Romania,6.491,6.592,6.39,1.699,1.236,0.583,0.717,0.041,0.006,2.21,..,..
2022,24,Romania,6.589,6.69,6.488,1.726,1.28,0.423,0.631,0.044,0.0,2.485,58.2390403747559,83.0334701538086
2021,28,Romania,6.477,6.575,6.379,1.719,1.006,0.655,0.605,0.039,0.006,2.446,55.2656097412109,86.1970901489258
2020,47,Romania,6.14,6.253,6.027,1.275,0.832,0.595,0.564,0.045,0.001,2.83,53.4911117553711,86.416877746582
2019,47,Romania,6.12370014190674,6.21666812896729,6.03073215484619,1.12040162086487,1.19443809986115,0.792294859886169,0.53485232591629,0.0681816190481186,0.000829568831250072,2.41274976730347,52.4439697265625,86.4074096679688
2023,72,Russian Federation,5.785,5.859,5.712,1.642,1.351,0.531,0.551,0.138,0.121,1.451,..,92.4840469360352
2022,70,Russian Federation,5.661,5.734,5.588,1.68,1.383,0.366,0.449,0.12,0.091,1.572,53.9151916503906,93.9353866577148
2021,80,Russian Federation,5.459,5.525,5.392,1.685,1.095,0.586,0.401,0.117,0.08,1.494,54.9542503356934,93.3415603637695
2020,77,Russian Federation,5.477,5.541,5.413,1.241,0.992,0.511,0.409,0.115,0.06,2.148,57.2232894897461,92.7522506713867
2019,73,Russian Federation,5.5460000038147,5.62363481521606,5.46836519241333,1.12699961662292,1.37864410877228,0.680445909500122,0.399499595165253,0.0990419164299965,0.0456993617117405,1.81571674346924,80.9520721435547,100.471740722656
2021,143,Rwanda,3.268,3.462,3.074,0.785,0.133,0.462,0.621,0.187,0.544,0.536,7.35958433151245,44.1820793151855
2020,148,Rwanda,3.415,3.548,3.282,0.364,0.202,0.407,0.627,0.227,0.493,1.095,7.56710004806519,..
2019,150,Rwanda,3.31229996681213,3.41505336761475,3.20954656600952,0.343242675065994,0.52287632226944,0.572383284568787,0.604087889194489,0.235704988241196,0.485542476177216,0.548444986343384,6.31429004669189,44.0778999328613
2023,28,Saudi Arabia,6.594,6.707,6.48,1.842,1.361,0.511,0.787,0.114,0.188,1.79,..,..
2022,30,Saudi Arabia,6.463,6.581,6.344,1.861,1.37,0.351,0.682,0.093,0.17,1.936,73.7492065429688,119.968368530273
2021,25,Saudi Arabia,6.523,6.637,6.409,1.87,1.092,0.577,0.651,0.078,0.18,2.075,74.3924865722656,103.587013244629
2020,27,Saudi Arabia,6.494,6.604,6.384,1.435,0.964,0.571,0.603,0.09,0.163,2.668,74.7805709838867,103.277328491211
2019,27,Saudi Arabia,6.4064998626709,6.51730585098267,6.29569387435913,1.33432853221893,1.30995011329651,0.759818136692047,0.548477470874786,0.0874406844377518,0.163322314620018,2.20311880111694,79.6130676269531,104.450019836426
2023,99,Senegal,4.969,5.096,4.841,0.927,0.751,0.392,0.607,0.152,0.069,2.071,17.2958393096924,45.5100593566895
2022,102,Senegal,4.855,4.983,4.727,0.943,0.727,0.231,0.519,0.142,0.06,2.234,16.8081398010254,46.9506912231445
2021,103,Senegal,5.046,5.171,4.921,0.933,0.53,0.447,0.494,0.143,0.081,2.419,15.7343301773071,46.8130683898926
2020,93,Senegal,5.132,5.266,4.998,0.518,0.558,0.357,0.381,0.158,0.088,3.071,14.2285404205322,46.3485488891602
2019,101,Senegal,4.98080015182495,5.08422756195068,4.87737274169922,0.504061818122864,0.954593420028687,0.518391907215118,0.352400898933411,0.16439713537693,0.0818659365177155,2.4051239490509,13.3833703994751,45.9415283203125
2023,37,Serbia,6.411,6.522,6.3,1.538,1.391,0.585,0.663,0.2,0.101,1.932,73.2060012817383,..
2022,45,Serbia,6.144,6.299,5.988,1.552,1.343,0.424,0.617,0.246,0.081,1.881,72.0334320068359,95.0849685668945
2021,43,Serbia,6.178,6.294,6.062,1.55,1.086,0.658,0.546,0.219,0.088,2.031,69.2907028198242,92.8741836547852
2020,49,Serbia,6.078,6.181,5.974,1.101,0.924,0.634,0.482,0.189,0.066,2.682,68.5755081176758,92.6907577514648
2019,64,Serbia,5.77820014953613,5.87759637832642,5.67880392074585,0.988181829452515,1.32744896411896,0.828403294086456,0.395428419113159,0.150282889604568,0.0594471469521523,2.02904009819031,69.0413818359375,94.5711975097656
2023,140,Sierra Leone,3.245,3.366,3.124,0.654,0.566,0.253,0.469,0.181,0.053,1.068,..,..
2022,135,Sierra Leone,3.138,3.299,2.976,0.67,0.54,0.092,0.371,0.193,0.051,1.221,..,..
2021,140,Sierra Leone,3.574,3.732,3.416,0.686,0.416,0.273,0.387,0.202,0.055,1.556,..,70.7281265258789
2020,139,Sierra Leone,3.849,4.001,3.698,0.279,0.377,0.1,0.408,0.243,0.047,2.396,..,60.2446899414062
2019,139,Sierra Leone,3.92639994621277,4.04625558853149,3.80654430389404,0.240560382604599,0.747984945774078,0.203953966498375,0.382027685642242,0.257647007703781,0.0479409359395504,2.04627180099487,..,58.9547309875488
2023,30,Singapore,6.523,6.605,6.44,2.118,1.361,0.769,0.743,0.168,0.575,0.788,..,..
2022,25,Singapore,6.587,6.72,6.454,2.168,1.354,0.607,0.66,0.17,0.561,1.067,98.0222320556641,103.041313171387
2021,27,Singapore,6.48,6.569,6.392,2.149,1.127,0.851,0.672,0.163,0.587,0.932,97.0989074707031,103.041877746582
2020,33,Singapore,6.377,6.46,6.293,1.695,1.019,0.897,0.664,0.176,0.547,1.379,93.1347732543945,103.199592590332
2019,31,Singapore,6.37709999084473,6.44228744506836,6.31191253662109,1.51958012580872,1.39545691013336,1.13781428337097,0.635317206382751,0.218770906329155,0.533162236213684,0.937031745910645,91.0889892578125,104.714958190918
2023,21,Slovenia,6.743,6.843,6.643,1.786,1.502,0.695,0.789,0.157,0.131,1.683,..,..
2022,22,Slovenia,6.65,6.75,6.55,1.815,1.539,0.532,0.707,0.144,0.113,1.799,82.3922576904297,107.874809265137
2021,22,Slovenia,6.63,6.718,6.542,1.81,1.249,0.769,0.685,0.118,0.115,1.885,82.2400436401367,108.17887878418
2020,30,Slovenia,6.461,6.546,6.376,1.36,1.093,0.722,0.69,0.122,0.085,2.388,75.8166809082031,110.359169006348
2019,33,Slovenia,6.36339998245239,6.44932889938354,6.27747106552124,1.20865249633789,1.46467769145966,0.932548046112061,0.646700143814087,0.145701497793198,0.0765163227915764,1.88858652114868,76.4720077514648,111.369567871094
2023,83,South Africa,5.422,5.549,5.295,1.389,1.369,0.322,0.537,0.078,0.034,1.693,..,..
2022,85,South Africa,5.275,5.417,5.132,1.417,1.428,0.149,0.464,0.09,0.019,1.708,27.1743202209473,108.304618835449
2021,91,South Africa,5.194,5.315,5.073,1.425,1.088,0.361,0.442,0.089,0.046,1.742,25.3566093444824,111.801963806152
2020,104,South Africa,4.956,5.074,4.839,0.967,0.895,0.265,0.447,0.144,0.051,2.187,25.1296806335449,110.017478942871
2019,109,South Africa,4.81409978866577,4.93174600601196,4.69645357131958,0.902140438556671,1.25908625125885,0.407034069299698,0.434781819581985,0.126406848430634,0.0595021396875381,1.62511730194092,24.0192794799805,111.206802368164
2019,152,South Sudan,2.81660008430481,3.02751636505127,2.60568380355835,0.28908297419548,0.553278505802155,0.208809033036232,0.0656092539429665,0.20993460714817,0.111156798899174,1.37875127792358,..,..
2023,36,Spain,6.421,6.502,6.339,1.766,1.471,0.729,0.619,0.119,0.177,1.54,..,..
2022,32,Spain,6.436,6.519,6.354,1.798,1.491,0.567,0.533,0.101,0.157,1.789,94.5131072998047,119.015510559082
2021,29,Spain,6.476,6.56,6.392,1.808,1.211,0.808,0.505,0.101,0.149,1.893,94.5903778076172,119.114921569824
2020,28,Spain,6.491,6.574,6.408,1.375,1.057,0.826,0.462,0.135,0.124,2.513,90.9548492431641,117.367767333984
2019,28,Spain,6.40089988708496,6.48380851745605,6.31799125671387,1.23053526878357,1.4210991859436,1.05134308338165,0.425983816385269,0.165305480360985,0.109579779207706,1.99708843231201,91.020263671875,118.524719238281
2023,128,Sri Lanka,3.898,4.018,3.778,1.361,1.179,0.586,0.583,0.144,0.031,0.014,..,..
2022,112,Sri Lanka,4.442,4.603,4.28,1.422,1.224,0.426,0.539,0.12,0.086,0.625,22.9647026062012,89.4825170896809
2021,127,Sri Lanka,4.362,4.487,4.237,1.415,0.934,0.66,0.529,0.15,0.079,0.595,21.3629665374756,91.0135559713595
2020,130,Sri Lanka,4.325,4.454,4.196,0.99,0.82,0.593,0.559,0.239,0.049,1.075,20.8122158050537,..
2019,130,Sri Lanka,4.3270001411438,4.43104791641235,4.22295236587524,0.897986948490143,1.19494009017944,0.792036712169647,0.528632462024689,0.252666145563126,0.0494445636868477,0.611288547515869,20.2191257476807,..
2023,4,Sweden,7.344,7.422,7.267,1.878,1.501,0.724,0.838,0.221,0.524,1.658,..,..
2022,6,Sweden,7.395,7.468,7.322,1.921,1.51,0.562,0.754,0.225,0.52,1.903,83.8976135253906,139.406524658203
2021,7,Sweden,7.384,7.454,7.315,1.92,1.204,0.803,0.724,0.218,0.512,2.003,85.9426193237305,138.688186645508
2020,8,Sweden,7.363,7.433,7.293,1.478,1.062,0.763,0.685,0.244,0.448,2.683,79.1196365356445,136.426132202148
2019,7,Sweden,7.35349988937378,7.42451906204224,7.28248071670532,1.32223522663116,1.43334770202637,0.986470460891724,0.650297701358795,0.27282789349556,0.442066371440887,2.24629926681519,75.1148529052734,136.641006469727
2023,9,Switzerland,7.06,7.147,6.973,1.97,1.425,0.747,0.759,0.173,0.498,1.488,..,..
2022,8,Switzerland,7.24,7.324,7.156,2.022,1.463,0.582,0.678,0.151,0.475,1.87,74.1526794433594,103.392356872559
2021,4,Switzerland,7.512,7.586,7.437,2.026,1.226,0.822,0.677,0.147,0.461,2.153,71.893928527832,103.605186462402
2020,4,Switzerland,7.571,7.643,7.5,1.566,1.079,0.816,0.653,0.204,0.413,2.839,68.0676422119141,104.211616516113
2019,3,Switzerland,7.55989980697632,7.62852764129639,7.49127197265625,1.39077425003052,1.47240340709686,1.04053318500519,0.628954470157623,0.269055753946304,0.407945901155472,2.35026741027832,66.3093414306641,104.071113586426
2023,88,Tajikistan,5.281,5.361,5.201,,,,,,,,34.6658744812012,87.4183887120697
2022,80,Tajikistan,5.33,5.452,5.207,0.972,1.248,0.291,0.599,0.104,0.292,1.823,38.3422508239746,89.261589657007
2021,83,Tajikistan,5.377,5.468,5.287,0.966,1.005,0.518,0.572,0.118,0.304,1.895,39.504955291748,88.2055643880361
2020,79,Tajikistan,5.466,5.532,5.4,0.508,0.895,0.498,0.548,0.152,0.247,2.619,37.2250022888184,87.265519219648
2019,71,Tajikistan,5.55569982528687,5.61905002593994,5.49234962463379,0.47487461566925,1.21837770938873,0.680594801902771,0.521141171455383,0.182417124509811,0.22177991271019,2.25650835037231,..,..
2023,131,Tanzania,3.781,3.917,3.644,0.82,0.706,0.38,0.709,0.191,0.257,0.717,5.21874570846558,..
2022,129,Tanzania,3.694,3.84,3.547,0.836,0.787,0.214,0.607,0.234,0.269,0.747,5.43237113952637,..
2021,139,Tanzania,3.702,3.847,3.558,0.848,0.597,0.425,0.578,0.248,0.27,0.735,3.70787215232849,27.9080696105957
2020,143,Tanzania,3.623,3.762,3.485,0.433,0.54,0.3,0.549,0.307,0.231,1.263,7.50897979736328,30.7196795590619
2019,148,Tanzania,3.47620010375977,3.60009121894836,3.35230898857117,0.457163125276566,0.872674643993378,0.442677855491638,0.509343087673187,0.271540910005569,0.203880861401558,0.718963384628296,3.02422857284546,30.1566095935996
2023,58,Thailand,5.976,6.094,5.858,1.484,1.347,0.62,0.756,0.283,0.024,1.463,46.1752090454102,109.854930019435
2022,60,Thailand,5.843,5.969,5.717,1.515,1.344,0.461,0.624,0.291,0.013,1.594,43.9606094360352,101.874933807375
2021,61,Thailand,5.891,5.994,5.788,1.535,1.096,0.697,0.617,0.321,0.026,1.6,44.0830879211426,102.941030468274
2020,55,Thailand,5.985,6.077,5.893,1.107,0.957,0.596,0.611,0.375,0.028,2.309,43.1145401000977,108.779183101525
2019,54,Thailand,5.9987998008728,6.08228874206543,5.91531085968018,1.00702929496765,1.34751951694489,0.793855845928192,0.609449803829193,0.376709014177322,0.0318378619849682,1.83238410949707,45.4407386779785,109.378743181915
2023,124,Togo,4.214,4.33,4.098,0.758,0.586,0.32,0.453,0.127,0.156,1.814,..,65.2577590942383
2022,122,Togo,4.137,4.289,3.986,0.77,0.642,0.161,0.367,0.149,0.136,1.913,..,..
2021,135,Togo,4.112,4.272,3.953,0.771,0.322,0.36,0.292,0.174,0.132,2.061,..,64.290901184082
2020,137,Togo,4.107,4.258,3.956,0.254,0.239,0.203,0.289,0.209,0.107,2.806,15.0659399032593,..
2019,135,Togo,4.18720006942749,4.30971336364746,4.06468677520752,0.268116265535355,0.547622859477997,0.342731177806854,0.303539037704468,0.200774252414703,0.114826455712318,2.40959525108337,13.3234195709229,..
2019,42,Trinidad and Tobago,6.19189977645874,6.41621875762939,5.96758079528809,1.16764152050018,1.40732622146606,0.658828556537628,0.552931129932404,0.199358254671097,0.0150783956050873,2.19069576263428,..,..
2023,115,Tunisia,4.422,4.505,4.338,1.306,0.955,0.579,0.254,0.024,0.018,1.285,38.4501686096191,..
2022,110,Tunisia,4.497,4.601,4.393,1.333,0.981,0.422,0.259,0.022,0.016,1.463,37.8049087524414,..
2021,120,Tunisia,4.516,4.629,4.403,1.35,0.596,0.656,0.316,0.029,0.029,1.54,33.8982810974121,..
2020,123,Tunisia,4.596,4.709,4.484,0.919,0.515,0.59,0.334,0.057,0.044,2.138,33.1319389343262,..
2019,128,Tunisia,4.39219999313354,4.4895544052124,4.29484558105469,0.874742686748505,0.872167706489563,0.781156718730927,0.235860556364059,0.055881142616272,0.0438995733857155,1.52849674224854,31.8208293914795,..
2021,78,Turkmenistan,5.474,5.578,5.371,1.484,1.319,0.516,0.649,0.314,0.032,1.16,16.4158401489258,91.9673385620117
2020,98,Turkmenistan,5.066,5.136,4.996,1.046,1.172,0.439,0.602,0.366,0.033,1.409,14.3487100601196,88.4751815795898
2019,95,Turkmenistan,5.11910009384155,5.17668437957764,5.06151580810547,1.0089635848999,1.51047694683075,0.612448036670685,0.515236675739288,0.323129326105118,0.0335038900375366,1.11533737182617,12.9755001068115,85.9027862548828
2023,117,Uganda,4.372,4.501,4.243,0.772,1.151,0.373,0.587,0.178,0.054,1.256,..,..
2022,113,Uganda,4.432,4.607,4.258,0.785,1.144,0.201,0.425,0.197,0.051,1.628,..,..
2021,117,Uganda,4.603,4.747,4.459,0.777,0.875,0.418,0.402,0.222,0.066,1.842,..,..
2020,120,Uganda,4.636,4.78,4.493,0.364,0.718,0.24,0.398,0.267,0.054,2.596,..,..
2019,126,Uganda,4.43200016021729,4.56625127792358,4.29774904251099,0.312337428331375,1.05232739448547,0.378311663866043,0.401682555675507,0.264807373285294,0.0638188421726227,1.95867109298706,..,..
2023,105,Ukraine,4.873,4.988,4.758,1.35,1.315,0.513,0.631,0.285,0.025,0.753,..,..
2022,92,Ukraine,5.071,5.187,4.956,1.358,1.354,0.355,0.551,0.265,0.016,1.172,..,..
2021,98,Ukraine,5.084,5.19,4.978,1.411,1.081,0.583,0.473,0.188,0.017,1.331,75.9079437255859,84.6516265869141
2020,111,Ukraine,4.875,4.977,4.773,0.979,0.958,0.517,0.417,0.181,0.01,1.813,82.1345977783203,84.4283294677734
2019,123,Ukraine,4.56069993972778,4.65808057785034,4.46331930160522,0.780434608459473,1.3213164806366,0.698674380779266,0.319423705339432,0.178551316261292,0.00965115986764431,1.25266933441162,84.4813613891602,84.4568328857422
2023,22,United Arab Emirates,6.733,6.823,6.643,1.983,1.164,0.563,0.815,0.209,0.258,1.741,61.3456115722656,101.944969177246
2022,26,United Arab Emirates,6.571,6.656,6.486,2.015,1.223,0.401,0.745,0.188,0.247,1.752,..,..
2021,24,United Arab Emirates,6.576,6.66,6.492,1.998,0.98,0.633,0.702,0.204,0.25,1.809,..,..
2020,26,United Arab Emirates,6.561,6.637,6.484,1.555,0.86,0.594,0.67,0.236,0.223,2.422,55.7540512084961,83.4686508178711
2019,21,United Arab Emirates,6.79080009460449,6.87056875228882,6.71103143692017,1.43108642101288,1.25117099285126,0.787814438343048,0.652936100959778,0.280655980110168,0.220213517546654,2.1669659614563,56.5684204101562,82.3568878173828
2023,20,United Kingdom,6.749,6.833,6.665,1.822,1.326,0.672,0.713,0.267,0.351,1.598,..,..
2022,19,United Kingdom,6.796,6.877,6.714,1.857,1.366,0.511,0.626,0.272,0.34,1.822,80.1511001586914,113.228363037109
2021,17,United Kingdom,6.943,7.018,6.867,1.867,1.143,0.75,0.597,0.289,0.329,1.967,77.0768814086914,113.683822631836
2020,18,United Kingdom,7.064,7.138,6.99,1.423,1.062,0.757,0.58,0.34,0.306,2.596,69.5303802490234,114.651649475098
2019,13,United Kingdom,7.16450023651123,7.23733758926392,7.09166288375854,1.2730610370636,1.45784497261047,0.975700080394745,0.525168657302856,0.373433440923691,0.322601646184921,2.23672199249268,65.5249404907227,117.233337402344
2023,23,United States,6.725,6.818,6.631,1.939,1.392,0.542,0.586,0.223,0.169,1.873,..,..
2022,15,United States,6.894,6.986,6.802,1.98,1.46,0.39,0.557,0.21,0.172,2.124,79.361930847168,97.4734878540039
2021,16,United States,6.977,7.065,6.888,1.982,1.182,0.628,0.574,0.22,0.177,2.214,84.8550872802734,101.192489624023
2020,20,United States,6.951,7.047,6.856,1.533,1.03,0.621,0.554,0.252,0.154,2.807,87.5676574707031,100.509819030762
2019,18,United States,6.93959999084473,7.03233957290649,6.84686040878296,1.37398684024811,1.40478670597076,0.831618010997772,0.534608244895935,0.298143059015274,0.152284741401672,2.34412479400635,87.8887100219727,100.063430786133
2023,26,Uruguay,6.611,6.696,6.527,1.596,1.431,0.592,0.775,0.106,0.22,1.891,..,..
2022,28,Uruguay,6.494,6.583,6.404,1.617,1.445,0.435,0.683,0.102,0.254,1.958,76.3977432250977,121.13793182373
2021,30,Uruguay,6.474,6.562,6.386,1.615,1.18,0.672,0.665,0.103,0.265,1.974,75.17138671875,120.236488342285
2020,32,Uruguay,6.431,6.521,6.341,1.164,1.042,0.649,0.625,0.128,0.223,2.6,64.933219909668,116.991828918457
2019,26,Uruguay,6.44010019302368,6.52912139892578,6.35107898712158,1.07100045681,1.42508113384247,0.856928884983063,0.594267070293427,0.132143691182137,0.193425074219704,2.16727638244629,61.9644317626953,119.848533630371
2023,47,Uzbekistan,6.195,6.303,6.087,1.212,1.394,0.539,0.835,0.251,0.215,1.749,45.8428611755371,86.5340747437302
2022,54,Uzbekistan,6.014,6.13,5.899,1.227,1.347,0.375,0.74,0.26,0.208,1.856,31.2952404022217,86.9214392685034
2021,53,Uzbekistan,6.063,6.178,5.948,1.219,1.092,0.6,0.716,0.283,0.24,1.913,21.5782890319824,86.0562395236757
2020,43,Uzbekistan,6.179,6.312,6.045,0.769,1.027,0.528,0.716,0.391,0.271,2.477,15.972095489502,90.0642970154019
2019,38,Uzbekistan,6.25759983062744,6.3638858795166,6.15131378173828,0.696652948856354,1.43402004241943,0.716703712940216,0.693270325660706,0.363311022520065,0.280260264873505,2.07334661483765,12.4469442367554,96.2074737548828
2023,54,Viet Nam,6.043,6.138,5.948,1.331,1.267,0.539,0.843,0.094,0.16,1.81,..,..
2022,65,Viet Nam,5.763,5.865,5.662,1.349,1.212,0.381,0.741,0.134,0.122,1.824,42.2242393493652,97.2494761123623
2021,77,Viet Nam,5.485,5.57,5.4,1.252,0.932,0.611,0.707,0.143,0.105,1.735,38.8732376098633,96.0667428497231
