Year,Rank,Country name,Ladder score,upperwhisker,lowerwhisker,Explained by: Log GDP per capita,Explained by: Social support,Explained by: Healthy life expectancy,Explained by: Freedom to make life choices,Explained by: Generosity,Explained by: Perceptions of corruption,Dystopia + residual,"School enrollment, tertiary (% gross)","School enrollment, secondary (% gross)"
2020,80,Viet Nam,5.411,5.488,5.334,0.817,0.873,0.616,0.679,0.124,0.091,2.211,..,93.7899476841572
2019,83,Viet Nam,5.35349988937378,5.41974925994873,5.28725051879883,0.718092381954193,1.25307476520538,0.819133996963501,0.650835573673248,0.136488720774651,0.0898484587669373,1.68597793579102,28.506929397583,93.1537784411482
2023,134,Zambia,3.502,3.636,3.368,0.899,0.809,0.264,0.727,0.168,0.109,0.526,..,..
2022,128,Zambia,3.982,4.167,3.797,0.914,0.89,0.095,0.545,0.189,0.08,1.27,..,..
2021,137,Zambia,3.76,3.902,3.618,0.93,0.577,0.306,0.525,0.203,0.083,1.135,..,..
2020,138,Zambia,4.073,4.209,3.938,0.528,0.552,0.231,0.487,0.227,0.074,1.975,..,..
2019,141,Zambia,3.75939989089966,3.87832617759705,3.64047360420227,0.536833763122559,0.89603728055954,0.363593339920044,0.491317540407181,0.250620901584625,0.0867052376270294,1.13433933258057,..,..
2023,138,Zimbabwe,3.341,3.457,3.226,0.748,0.85,0.232,0.487,0.096,0.131,0.797,..,..
2022,134,Zimbabwe,3.204,3.323,3.084,0.758,0.881,0.069,0.363,0.112,0.117,0.905,..,..
2021,144,Zimbabwe,2.995,3.11,2.88,0.947,0.69,0.27,0.329,0.106,0.105,0.548,..,..
2020,149,Zimbabwe,3.145,3.259,3.03,0.457,0.649,0.243,0.359,0.157,0.075,1.205,9.72360515594482,..
2019,151,Zimbabwe,3.2992000579834,3.41420197486877,3.18419814109802,0.425564020872116,1.04783523082733,0.375037610530853,0.377404719591141,0.151349186897278,0.0809285789728165,0.841031074523926,9.99564361572266,..
